"datetime","thermocline_depth","temperature_epi","temperature_hypo","temperature_total","volume_total","volume_epi","volume_hypo","td_area","area_surface","upper_meta","lower_meta","max.d","year","day_of_year","wind","airtemp"
1979-04-01 18:00:00,NA,NA,NA,3.21599557155738,791652.400588993,NA,NA,NA,183594.643358991,NA,NA,14.6304,1979,91,5.63585453031229,0.834586079915387
1979-04-02 18:00:00,NA,NA,NA,3.2840216125993,791652.400588993,NA,NA,NA,183594.643358991,NA,NA,14.6304,1979,92,3.34041323986779,-1.33041610717771
1979-04-03 18:00:00,NA,NA,NA,3.4055527191581,791652.400588993,NA,NA,NA,183594.643358991,NA,NA,14.6304,1979,93,3.77152816693707,0.17874933878583
1979-04-04 18:00:00,NA,NA,NA,3.54379569256055,791652.400588993,NA,NA,NA,183594.643358991,NA,NA,14.6304,1979,94,8.24891467484109,-1.87541554768878
1979-04-05 18:00:00,NA,NA,NA,3.66751172495874,791652.400588993,NA,NA,NA,183594.643358991,NA,NA,14.6304,1979,95,7.65011282520683,-8.26041641235349
1979-04-06 18:00:00,NA,NA,NA,3.8908563498574,791652.400588993,NA,NA,NA,183594.643358991,NA,NA,14.6304,1979,96,6.38293431636297,-1.62624588012693
1979-04-07 18:00:00,NA,NA,NA,4.00385541161284,791652.400588993,NA,NA,NA,183594.643358991,NA,NA,14.6304,1979,97,5.0192443785837,0.812084452311221
1979-04-08 18:00:00,NA,NA,NA,3.90438015961141,791652.400588993,NA,NA,NA,183594.643358991,NA,NA,14.6304,1979,98,3.99463966428074,-0.562080128987608
1979-04-09 18:00:00,NA,NA,NA,3.91580734931551,791652.400588993,NA,NA,NA,183594.643358991,NA,NA,14.6304,1979,99,4.21888529086828,1.33916880289716
1979-04-10 18:00:00,NA,NA,NA,4.11468928378363,791652.400588993,NA,NA,NA,183594.643358991,NA,NA,14.6304,1979,100,7.22284509406841,1.81167373657229
1979-04-11 18:00:00,NA,NA,NA,4.14827501877551,791652.400588993,NA,NA,NA,183594.643358991,NA,NA,14.6304,1979,101,8.32989821277952,6.26375478108726
1979-04-12 18:00:00,NA,NA,NA,4.49140208314677,791652.400588993,NA,NA,NA,183594.643358991,NA,NA,14.6304,1979,102,6.16942622172351,5.38625361124677
1979-04-13 18:00:00,NA,NA,NA,4.93630687618363,791652.400588993,NA,NA,NA,183594.643358991,NA,NA,14.6304,1979,103,5.58144558226721,3.34708557128909
1979-04-14 18:00:00,NA,NA,NA,4.93445134958534,791652.400588993,NA,NA,NA,183594.643358991,NA,NA,14.6304,1979,104,5.08141196805371,5.15834070841474
1979-04-15 18:00:00,NA,NA,NA,5.22088807587022,791652.400588993,NA,NA,NA,183594.643358991,NA,NA,14.6304,1979,105,2.83244878930676,5.23875961303713
1979-04-16 18:00:00,NA,NA,NA,5.58561144487038,791652.400588993,NA,NA,NA,183594.643358991,NA,NA,14.6304,1979,106,3.61072812750465,7.57917048136396
1979-04-17 18:00:00,NA,NA,NA,5.85380230182546,791652.400588993,NA,NA,NA,183594.643358991,NA,NA,14.6304,1979,107,6.3608995517621,9.85500361124677
1979-04-18 18:00:00,NA,NA,NA,6.5816575415845,791652.400588993,NA,NA,NA,183594.643358991,NA,NA,14.6304,1979,108,6.83750820796822,11.826671854655
1979-04-19 18:00:00,NA,NA,NA,7.44070840539019,791652.400588993,NA,NA,NA,183594.643358991,NA,NA,14.6304,1979,109,5.21362776475272,11.5166768391927
1979-04-20 18:00:00,NA,NA,NA,8.02692354090391,791652.400588993,NA,NA,NA,183594.643358991,NA,NA,14.6304,1979,110,3.72595650270267,9.12333704630536
1979-04-21 18:00:00,7.83701575114385,8.80125640657424,7.89318943009374,8.37749181755001,791652.400588993,713937.889918795,77714.5106701984,32205.0108477546,183594.643358991,8.57692550017876,8.57692550017876,14.6304,1979,111,2.59373890455986,10.5500122070313
1979-04-22 18:00:00,5.42846579472375,9.27827498854155,8.0929059787021,8.5275412823099,791652.400588993,602795.228562212,188857.172026782,60929.0430377732,183594.643358991,2.2941434769466,2.2941434769466,14.6304,1979,112,3.72388900410613,14.1979207356771
1979-04-23 18:00:00,3.3307335454812,10.3180686652195,8.21144243769744,8.70298855745259,791652.400588993,445987.840245525,345664.560343468,88555.065917593,183594.643358991,2.15148651484306,2.41384577210115,14.6304,1979,113,4.90287016324827,16.357926940918
