"datetime","thermocline_depth","temperature_epi","temperature_hypo","temperature_total","volume_total","volume_epi","volume_hypo","td_area","area_surface","upper_meta","lower_meta","max.d","year","day_of_year","wind","airtemp"
1979-04-01 18:00:00,NA,NA,NA,2.77476659961545,6215619.33406637,NA,NA,NA,10866750.0380973,NA,NA,1.524,1979,91,5.72602422102742,-0.540830993652321
1979-04-02 18:00:00,NA,NA,NA,4.55089078259692,6215619.33406637,NA,NA,NA,10866750.0380973,NA,NA,1.524,1979,92,3.43047277704925,-6.01041514078774
1979-04-03 18:00:00,NA,NA,NA,4.35987251873736,6215619.33406637,NA,NA,NA,10866750.0380973,NA,NA,1.524,1979,93,2.62469320170714,-4.46291453043618
1979-04-04 18:00:00,NA,NA,NA,4.85423700966255,6215619.33406637,NA,NA,NA,10866750.0380973,NA,NA,1.524,1979,94,7.82777254252211,-2.67083206176756
1979-04-05 18:00:00,NA,NA,NA,2.86204849016669,6215619.33406637,NA,NA,NA,10866750.0380973,NA,NA,1.524,1979,95,6.6172838234649,-13.0816679636637
1979-04-06 18:00:00,NA,NA,NA,4.31196264089966,6215619.33406637,NA,NA,NA,10866750.0380973,NA,NA,1.524,1979,96,6.3456142719727,-2.98416620890297
1979-04-07 18:00:00,NA,NA,NA,3.97216577636407,6215619.33406637,NA,NA,NA,10866750.0380973,NA,NA,1.524,1979,97,5.14969827565571,-0.326666259765602
1979-04-08 18:00:00,NA,NA,NA,3.77369006125532,6215619.33406637,NA,NA,NA,10866750.0380973,NA,NA,1.524,1979,98,4.78986709880434,-1.86249389648435
1979-04-09 18:00:00,NA,NA,NA,4.99588243656337,6215619.33406637,NA,NA,NA,10866750.0380973,NA,NA,1.524,1979,99,4.3483515629998,-2.58665949503578
1979-04-10 18:00:00,NA,NA,NA,5.17238228664299,6215619.33406637,NA,NA,NA,10866750.0380973,NA,NA,1.524,1979,100,7.8033918418626,1.4504219055176
1979-04-11 18:00:00,NA,NA,NA,4.55228251398978,6215619.33406637,NA,NA,NA,10866750.0380973,NA,NA,1.524,1979,101,8.27461135353377,4.45625712076825
1979-04-12 18:00:00,NA,NA,NA,6.52519376853484,6215619.33406637,NA,NA,NA,10866750.0380973,NA,NA,1.524,1979,102,5.39587689714509,2.35917180379234
1979-04-13 18:00:00,NA,NA,NA,6.69082463977367,6215619.33406637,NA,NA,NA,10866750.0380973,NA,NA,1.524,1979,103,5.17539022036047,0.960421498616559
1979-04-14 18:00:00,NA,NA,NA,7.06644695504236,6215619.33406637,NA,NA,NA,10866750.0380973,NA,NA,1.524,1979,104,3.84020595750043,1.11417541503909
1979-04-15 18:00:00,NA,NA,NA,8.01136909399747,6215619.33406637,NA,NA,NA,10866750.0380973,NA,NA,1.524,1979,105,2.59504365058345,2.50959040323895
1979-04-16 18:00:00,NA,NA,NA,8.84332502261186,6215619.33406637,NA,NA,NA,10866750.0380973,NA,NA,1.524,1979,106,4.24002187978936,4.53458557128909
1979-04-17 18:00:00,NA,NA,NA,9.811775631696,6215619.33406637,NA,NA,NA,10866750.0380973,NA,NA,1.524,1979,107,6.61452802736834,6.31750386555992
1979-04-18 18:00:00,NA,NA,NA,8.93670217243082,6215619.33406637,NA,NA,NA,10866750.0380973,NA,NA,1.524,1979,108,6.96355146397579,6.39250335693362
1979-04-19 18:00:00,NA,NA,NA,8.74145759188894,6215619.33406637,NA,NA,NA,10866750.0380973,NA,NA,1.524,1979,109,5.41289749686966,6.63834406534833
1979-04-20 18:00:00,NA,NA,NA,8.93508754928214,6215619.33406637,NA,NA,NA,10866750.0380973,NA,NA,1.524,1979,110,3.73731310350249,4.71208979288739
1979-04-21 18:00:00,NA,NA,NA,10.6145740453744,6215619.33406637,NA,NA,NA,10866750.0380973,NA,NA,1.524,1979,111,2.65317010782281,6.96709340413414
1979-04-22 18:00:00,NA,NA,NA,11.2756468334968,6215619.33406637,NA,NA,NA,10866750.0380973,NA,NA,1.524,1979,112,4.74882068248652,10.3970873514811
1979-04-23 18:00:00,NA,NA,NA,12.7829682562969,6215619.33406637,NA,NA,NA,10866750.0380973,NA,NA,1.524,1979,113,4.88959836797183,12.0179204305013
1979-04-24 18:00:00,NA,NA,NA,14.5011570962919,6215619.33406637,NA,NA,NA,10866750.0380973,NA,NA,1.524,1979,114,4.52202638274377,8.23251368204755
1979-04-25 18:00:00,NA,NA,NA,13.338452481474,6215619.33406637,NA,NA,NA,10866750.0380973,NA,NA,1.524,1979,115,4.51333766503907,3.48250478108726
1979-04-26 18:00:00,NA,NA,NA,12.309819334753,6215619.33406637,NA,NA,NA,10866750.0380973,NA,NA,1.524,1979,116,6.79684067378168,5.38000513712567
1979-04-27 18:00:00,NA,NA,NA,10.2092656917362,6215619.33406637,NA,NA,NA,10866750.0380973,NA,NA,1.524,1979,117,3.63887945232585,5.34333953857424
1979-04-28 18:00:00,NA,NA,NA,9.91479042736039,6215619.33406637,NA,NA,NA,10866750.0380973,NA,NA,1.524,1979,118,3.6774052896506,6.21167780558271
1979-04-29 19:00:00,NA,NA,NA,9.67594629653616,6215619.33406637,NA,NA,NA,10866750.0380973,NA,NA,1.524,1979,119,5.43410994531126,4.60792185465497
1979-04-30 19:00:00,NA,NA,NA,8.84954523799762,6215619.33406637,NA,NA,NA,10866750.0380973,NA,NA,1.524,1979,120,5.16520885468676,7.84542109171552
1979-05-01 19:00:00,NA,NA,NA,8.85958459983347,6215619.33406637,NA,NA,NA,10866750.0380973,NA,NA,1.524,1979,121,4.56215470781488,9.60875981648765
1979-05-02 19:00:00,NA,NA,NA,11.1633698489221,6215619.33406637,NA,NA,NA,10866750.0380973,NA,NA,1.524,1979,122,6.95728299783697,6.86042429606122
1979-05-03 19:00:00,NA,NA,NA,11.9303150206844,6215619.33406637,NA,NA,NA,10866750.0380973,NA,NA,1.524,1979,123,3.51176688958607,5.1600051879883
1979-05-04 19:00:00,NA,NA,NA,9.52353080176431,6215619.33406637,NA,NA,NA,10866750.0380973,NA,NA,1.524,1979,124,6.65968722991841,9.5187558492025
1979-05-05 19:00:00,NA,NA,NA,9.54158052479843,6215619.33406637,NA,NA,NA,10866750.0380973,NA,NA,1.524,1979,125,7.19069944689269,13.3579243977865
1979-05-06 19:00:00,NA,NA,NA,12.8013750328931,6215619.33406637,NA,NA,NA,10866750.0380973,NA,NA,1.524,1979,126,6.50232426513711,16.4958358764649
1979-05-07 19:00:00,NA,NA,NA,15.5593321218148,6215619.33406637,NA,NA,NA,10866750.0380973,NA,NA,1.524,1979,127,5.14147511881387,13.3154273986817
1979-05-08 19:00:00,NA,NA,NA,16.2438108467827,6215619.33406637,NA,NA,NA,10866750.0380973,NA,NA,1.524,1979,128,5.38450500446801,12.0041684468587
